problems2021-aes-key-recovery-AES1-50-15, 3600.12, 0.013529, 611.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-60-18, 3600.12, 0.011218, 546.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-70-21, 3600.13, 0.008255, 552.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-72-29, 3600.13, 0.006298, 492.6, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES1-74-34, 3600.10, 0.004775, 609.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-50-51, 3600.07, 0.018704, 516.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-50-54, 3600.12, 0.016234, 728.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-50-55, 3600.13, 0.015495, 720.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-60-58, 3600.14, 0.008995, 508.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-70-64, 3600.11, 0.005941, 585.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-74-74, 3600.12, 0.004632, 639.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-key-recovery-AES2-74-75, 3600.15, 0.004977, 659.3, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_11, 3600.91, 40.713285, 13709.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_13, 3600.97, 40.416805, 14280.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_14, 3600.90, 36.791226, 12578.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_3, 3600.20, 4.064369, 2074.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-mul_8_9, 3600.54, 9.938759, 7037.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-sbox_4, 3600.08, 0.003259, 61.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-aes-sbox_8, 119.43, , 32774.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_01, 233.99, 0.015369, 104.9, 214.48, 232242291, 0.113784, 0.040814, 103.5, 36000.10, 2280.1, 0
problems2021-atcoss-mesat-atcoss_mesat_02, 3600.15, 0.015431, 994.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_03, 3600.06, 0.015751, 463.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_04, 3600.06, 0.016081, 510.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_06, 2612.85, 0.016456, 540.5, 2527.97, 2611773987, 0.115965, 0.036600, 539.8, 36000.05, 7531.4, 0
problems2021-atcoss-mesat-atcoss_mesat_11, 3600.20, , 1262.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_15, 3600.15, , 1058.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-mesat-atcoss_mesat_18, 3600.11, , 819.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-sugar-atcoss_sugar_01, 127.73, 0.015215, 77.6, 133.75, 326595157, 0.105786, 0.036006, 77.7, 36000.12, 1727.2, 0
problems2021-atcoss-sugar-atcoss_sugar_05, 3600.15, , 797.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-atcoss-sugar-atcoss_sugar_06, 948.79, 0.015061, 391.5, 999.41, 2658865163, 0.109835, 0.036445, 391.7, 36000.08, 5448.1, 0
problems2021-atcoss-sugar-atcoss_sugar_10, 3600.08, 0.012208, 404.3, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-bcp-msp-normalized-ii8a2, 3600.07, 0.016300, 140.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-ac97_ctrl-debug.dimacs, 105.48, , 32784.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-divider-debug.dimacs, 107.37, , 32781.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-mem_ctrl-debug.dimacs, 109.25, , 32779.1, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-mrisc-debug.dimacs, 121.22, , 32792.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-rsdecoder-debug.dimacs, 189.66, , 32784.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-spi-debug.dimacs, 106.79, , 32781.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-sudoku-debug.dimacs, 218.28, , 32771.6, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-vga-debug.dimacs, 109.31, , 32785.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitDebuggingProblems-wb-debug.dimacs, 111.18, , 32795.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-CircuitTraceCompaction-ctrl, 0.83, 0.000095, 5.0, 1.13, 1252958, 0.000692, 0.000323, 5.1, 2.93, 72.8, 1
problems2021-CircuitTraceCompaction-mrisc_mem2wire, 117.04, 0.000188, 79.1, 131.81, 51824838, 0.000735, 0.000340, 80.8, 347.45, 1126.0, 1
problems2021-CircuitTraceCompaction-spi, 6.11, 0.000573, 31.6, 5.93, 8290883, 0.003686, 0.001432, 31.7, 29.33, 469.8, 1
problems2021-CircuitTraceCompaction-sudoku, 20.74, 0.000155, 153.0, 22.73, 70970305, 0.000732, 0.000353, 153.6, 97.39, 3012.7, 1
problems2021-close_solutions-SAT04__industrial__vangelder__cnf-color__abb313GPIA-9-tr.used-as.sat04-321.cnf.wcnf.6, 3600.93, 34.254474, 12147.3, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.4, 108.87, , 32774.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__fuhs__AProVE11__AProVE11-12.cnf.wcnf.3, 117.73, , 32788.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.6, 285.10, , 32776.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.2, 928.96, , 32782.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-27-step14.cnf.wcnf.1, 287.56, , 32783.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.3, 231.28, , 32792.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.5, 233.59, , 32794.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.7, 3600.40, 10.748071, 3837.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.5, 180.58, , 32772.6, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-SAT11__application__manthey__traffic__traffic_r_sat.cnf.wcnf.6, 169.82, , 32777.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-close_solutions-teams20_l10a.cnf, 3600.15, 3.679858, 1854.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-anneal-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.89, 0.056465, 10473.7, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-anneal-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree, 3600.42, 0.054436, 4165.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.90, 0.039890, 9555.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-australian-credit-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree, 3600.21, 0.032590, 2009.1, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-breast-cancer-un-rest-stratified-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree, 3600.42, 0.042682, 4729.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-car-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.36, 0.247761, 3635.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.78, 0.011430, 9467.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-heart-cleveland-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree, 3600.54, 0.009491, 7106.0, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-hypothyroid-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree, 3600.23, 0.963593, 3074.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-lymph-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.59, 0.004061, 9935.9, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-mushroom-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.46, 7.027254, 7202.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-primary-tumor-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree, 3600.07, 0.009629, 572.5, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-primary-tumor-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree, 3600.27, 0.010358, 2543.2, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-soybean-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree, 3600.84, 0.031876, 8768.8, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-soybean-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree, 3600.16, 0.030870, 655.3, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-soybean-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree, 3600.27, 0.030858, 2222.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-splice-1-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree, 3600.31, 0.959412, 3330.4, NA, NA, NA, NA, NA, NA, NA, NA
problems2021-decision-tree-splice-1-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree, 3600.55, 0.950274, 5342.4, NA, NA, NA, NA, NA, NA, NA, NA
